date,country,arrivals,year,month
2020-07-01,Japan,0.0,2020,7
2020-08-01,Japan,2.0,2020,8
2020-09-01,Japan,6.0,2020,9
2020-10-01,Japan,49.0,2020,10
2020-11-01,Japan,37.0,2020,11
2020-12-01,Japan,41.0,2020,12
2021-01-01,Japan,42.0,2021,1
2021-02-01,Japan,28.0,2021,2
2021-03-01,Japan,74.0,2021,3
2021-04-01,Japan,107.0,2021,4
2021-05-01,Japan,0.0,2021,5
2021-06-01,Japan,13.0,2021,6
2021-07-01,Japan,6.0,2021,7
2021-08-01,Japan,24.0,2021,8
2021-09-01,Japan,98.0,2021,9
2021-10-01,Japan,94.0,2021,10
2021-11-01,Japan,159.0,2021,11
2021-12-01,Japan,139.0,2021,12
2022-01-01,Japan,130.0,2022,1
2022-02-01,Japan,85.0,2022,2
2022-03-01,Japan,190.0,2022,3
2022-04-01,Japan,371.0,2022,4
2022-05-01,Japan,272.0,2022,5
2022-06-01,Japan,322.0,2022,6
2022-07-01,Japan,466.0,2022,7
2022-08-01,Japan,541.0,2022,8
2022-09-01,Japan,596.0,2022,9
2022-10-01,Japan,841.0,2022,10
2022-11-01,Japan,955.0,2022,11
2022-12-01,Japan,945.0,2022,12
2023-01-01,Japan,643.0,2023,1
2023-02-01,Japan,1066.0,2023,2
2023-03-01,Japan,1677.0,2023,3
2023-04-01,Japan,1312.0,2023,4
2023-05-01,Japan,913.0,2023,5
2023-06-01,Japan,764.0,2023,6
2023-07-01,Japan,871.0,2023,7
2023-08-01,Japan,1520.0,2023,8
2023-09-01,Japan,1436.0,2023,9
2023-10-01,Japan,1850.0,2023,10
2023-11-01,Japan,2072.0,2023,11
2023-12-01,Japan,2339.0,2023,12
2024-01-01,Japan,1568.0,2024,1
2024-02-01,Japan,2027.0,2024,2
2024-03-01,Japan,2648.0,2024,3
2024-04-01,Japan,2073.0,2024,4
2024-05-01,Japan,1233.0,2024,5
2024-06-01,Japan,953.0,2024,6
2024-07-01,Japan,1114.0,2024,7
2024-08-01,Japan,1881.0,2024,8
2024-09-01,Japan,1887.0,2024,9
2024-10-01,Japan,2196.0,2024,10
2024-11-01,Japan,2699.0,2024,11
2024-12-01,Japan,2575.0,2024,12
2025-01-01,Japan,1570.0,2025,1
2025-02-01,Japan,2706.0,2025,2
2025-03-01,Japan,2948.0,2025,3
2025-04-01,Japan,2115.0,2025,4
2025-05-01,Japan,1495.0,2025,5
2025-06-01,Japan,1019.0,2025,6
2025-07-01,Japan,1214.0,2025,7
2025-08-01,Japan,2399.0,2025,8
2025-09-01,Japan,1454.0,2025,9
2025-10-01,Japan,2321.0,2025,10
2025-11-01,Japan,2860.0,2025,11
2025-12-01,Japan,2758.0,2025,12
2019-01-01,Malaysia,990.0,2019,1
2019-02-01,Malaysia,1630.0,2019,2
2019-03-01,Malaysia,2160.0,2019,3
2019-04-01,Malaysia,2068.0,2019,4
2019-05-01,Malaysia,1468.0,2019,5
2019-06-01,Malaysia,1232.0,2019,6
2019-07-01,Malaysia,835.0,2019,7
2019-08-01,Malaysia,1458.0,2019,8
2019-09-01,Malaysia,1823.0,2019,9
2019-10-01,Malaysia,2144.0,2019,10
2019-11-01,Malaysia,2868.0,2019,11
2019-12-01,Malaysia,2653.0,2019,12
2020-01-01,Malaysia,1179.0,2020,1
2020-02-01,Malaysia,1588.0,2020,2
2020-03-01,Malaysia,673.0,2020,3
2020-04-01,Malaysia,0.0,2020,4
2020-05-01,Malaysia,0.0,2020,5
2020-06-01,Malaysia,0.0,2020,6
2020-07-01,Malaysia,0.0,2020,7
2020-08-01,Malaysia,0.0,2020,8
2020-09-01,Malaysia,1.0,2020,9
2020-10-01,Malaysia,2.0,2020,10
2020-11-01,Malaysia,9.0,2020,11
2020-12-01,Malaysia,8.0,2020,12
2021-01-01,Malaysia,19.0,2021,1
2021-02-01,Malaysia,21.0,2021,2
2021-03-01,Malaysia,16.0,2021,3
2021-04-01,Malaysia,44.0,2021,4
2021-05-01,Malaysia,3.0,2021,5
2021-06-01,Malaysia,5.0,2021,6
2021-07-01,Malaysia,5.0,2021,7
2021-08-01,Malaysia,8.0,2021,8
2021-09-01,Malaysia,32.0,2021,9
2021-10-01,Malaysia,35.0,2021,10
2021-11-01,Malaysia,55.0,2021,11
2021-12-01,Malaysia,88.0,2021,12
2022-01-01,Malaysia,106.0,2022,1
2022-02-01,Malaysia,117.0,2022,2
2022-03-01,Malaysia,314.0,2022,3
2022-04-01,Malaysia,507.0,2022,4
2022-05-01,Malaysia,454.0,2022,5
2022-06-01,Malaysia,469.0,2022,6
2022-07-01,Malaysia,738.0,2022,7
2022-08-01,Malaysia,960.0,2022,8
2022-09-01,Malaysia,1135.0,2022,9
2022-10-01,Malaysia,1590.0,2022,10
2022-11-01,Malaysia,1593.0,2022,11
2022-12-01,Malaysia,1586.0,2022,12
2023-01-01,Malaysia,675.0,2023,1
2023-02-01,Malaysia,1819.0,2023,2
2023-03-01,Malaysia,1663.0,2023,3
2023-04-01,Malaysia,2000.0,2023,4
2023-05-01,Malaysia,1321.0,2023,5
2023-06-01,Malaysia,1079.0,2023,6
2023-07-01,Malaysia,998.0,2023,7
2023-08-01,Malaysia,1188.0,2023,8
2023-09-01,Malaysia,1666.0,2023,9
2023-10-01,Malaysia,2019.0,2023,10
2023-11-01,Malaysia,2388.0,2023,11
2023-12-01,Malaysia,1991.0,2023,12
2024-01-01,Malaysia,939.0,2024,1
2024-02-01,Malaysia,1815.0,2024,2
2024-03-01,Malaysia,2198.0,2024,3
2024-04-01,Malaysia,2310.0,2024,4
2024-05-01,Malaysia,1814.0,2024,5
2024-06-01,Malaysia,1014.0,2024,6
2024-07-01,Malaysia,1125.0,2024,7
2024-08-01,Malaysia,1285.0,2024,8
2024-09-01,Malaysia,2280.0,2024,9
2024-10-01,Malaysia,2278.0,2024,10
2024-11-01,Malaysia,2126.0,2024,11
2024-12-01,Malaysia,1769.0,2024,12
2025-01-01,Malaysia,934.0,2025,1
2025-02-01,Malaysia,1854.0,2025,2
2025-03-01,Malaysia,2380.0,2025,3
2025-04-01,Malaysia,2183.0,2025,4
2025-05-01,Malaysia,2083.0,2025,5
2025-06-01,Malaysia,1348.0,2025,6
2025-07-01,Malaysia,1205.0,2025,7
2025-08-01,Malaysia,1431.0,2025,8
2025-09-01,Malaysia,1677.0,2025,9
2025-10-01,Malaysia,2461.0,2025,10
2025-11-01,Malaysia,2606.0,2025,11
2025-12-01,Malaysia,2429.0,2025,12
2019-01-01,Myanmar,3827.0,2019,1
2019-02-01,Myanmar,5676.0,2019,2
2019-03-01,Myanmar,7290.0,2019,3
2019-04-01,Myanmar,2776.0,2019,4
2019-05-01,Myanmar,132.0,2019,5
2019-06-01,Myanmar,95.0,2019,6
2019-07-01,Myanmar,97.0,2019,7
2019-08-01,Myanmar,74.0,2019,8
2019-09-01,Myanmar,188.0,2019,9
2019-10-01,Myanmar,3859.0,2019,10
2019-11-01,Myanmar,6530.0,2019,11
2019-12-01,Myanmar,5730.0,2019,12
2020-01-01,Myanmar,4447.0,2020,1
2020-02-01,Myanmar,12119.0,2020,2
2020-03-01,Myanmar,4320.0,2020,3
2020-04-01,Myanmar,0.0,2020,4
2020-05-01,Myanmar,0.0,2020,5
2020-06-01,Myanmar,0.0,2020,6
2020-07-01,Myanmar,0.0,2020,7
2020-08-01,Myanmar,0.0,2020,8
2020-09-01,Myanmar,0.0,2020,9
2020-10-01,Myanmar,1.0,2020,10
2020-11-01,Myanmar,6.0,2020,11
2020-12-01,Myanmar,18.0,2020,12
2021-01-01,Myanmar,21.0,2021,1
2021-02-01,Myanmar,38.0,2021,2
2021-03-01,Myanmar,101.0,2021,3
2021-04-01,Myanmar,58.0,2021,4
2021-05-01,Myanmar,6.0,2021,5
2021-06-01,Myanmar,4.0,2021,6
2021-07-01,Myanmar,1.0,2021,7
2021-08-01,Myanmar,8.0,2021,8
2021-09-01,Myanmar,22.0,2021,9
2021-10-01,Myanmar,13.0,2021,10
2021-11-01,Myanmar,27.0,2021,11
2021-12-01,Myanmar,45.0,2021,12
2022-01-01,Myanmar,39.0,2022,1
2022-02-01,Myanmar,27.0,2022,2
2022-03-01,Myanmar,29.0,2022,3
2022-04-01,Myanmar,53.0,2022,4
2022-05-01,Myanmar,54.0,2022,5
2022-06-01,Myanmar,75.0,2022,6
2022-07-01,Myanmar,43.0,2022,7
2022-08-01,Myanmar,66.0,2022,8
2022-09-01,Myanmar,76.0,2022,9
2022-10-01,Myanmar,102.0,2022,10
2022-11-01,Myanmar,927.0,2022,11
2022-12-01,Myanmar,936.0,2022,12
2023-01-01,Myanmar,820.0,2023,1
2023-02-01,Myanmar,2232.0,2023,2
2023-03-01,Myanmar,2188.0,2023,3
2023-04-01,Myanmar,1339.0,2023,4
2023-05-01,Myanmar,91.0,2023,5
2023-06-01,Myanmar,115.0,2023,6
2023-07-01,Myanmar,151.0,2023,7
2023-08-01,Myanmar,78.0,2023,8
2023-09-01,Myanmar,126.0,2023,9
2023-10-01,Myanmar,752.0,2023,10
2023-11-01,Myanmar,2505.0,2023,11
2023-12-01,Myanmar,2532.0,2023,12
2024-01-01,Myanmar,1222.0,2024,1
2024-02-01,Myanmar,2919.0,2024,2
2024-03-01,Myanmar,3131.0,2024,3
2024-04-01,Myanmar,1184.0,2024,4
2024-05-01,Myanmar,153.0,2024,5
2024-06-01,Myanmar,125.0,2024,6
2024-07-01,Myanmar,110.0,2024,7
2024-08-01,Myanmar,152.0,2024,8
2024-09-01,Myanmar,160.0,2024,9
2024-10-01,Myanmar,698.0,2024,10
2024-11-01,Myanmar,1547.0,2024,11
2024-12-01,Myanmar,1509.0,2024,12
2025-01-01,Myanmar,1126.0,2025,1
2025-02-01,Myanmar,3269.0,2025,2
2025-03-01,Myanmar,3752.0,2025,3
2025-04-01,Myanmar,1779.0,2025,4
2025-05-01,Myanmar,233.0,2025,5
2025-06-01,Myanmar,141.0,2025,6
2025-07-01,Myanmar,144.0,2025,7
2025-08-01,Myanmar,182.0,2025,8
2025-09-01,Myanmar,145.0,2025,9
2025-10-01,Myanmar,3038.0,2025,10
2025-11-01,Myanmar,4484.0,2025,11
2025-12-01,Myanmar,3792.0,2025,12
2019-01-01,Netherlands,603.0,2019,1
2019-02-01,Netherlands,1252.0,2019,2
2019-03-01,Netherlands,1844.0,2019,3
2019-04-01,Netherlands,1813.0,2019,4
2019-05-01,Netherlands,796.0,2019,5
2019-06-01,Netherlands,375.0,2019,6
2019-07-01,Netherlands,1028.0,2019,7
2019-08-01,Netherlands,812.0,2019,8
2019-09-01,Netherlands,1304.0,2019,9
2019-10-01,Netherlands,2756.0,2019,10
2019-11-01,Netherlands,1604.0,2019,11
2019-12-01,Netherlands,847.0,2019,12
2020-01-01,Netherlands,591.0,2020,1
2020-02-01,Netherlands,1119.0,2020,2
2020-03-01,Netherlands,774.0,2020,3
2020-04-01,Netherlands,0.0,2020,4
2020-05-01,Netherlands,0.0,2020,5
2020-06-01,Netherlands,1.0,2020,6
2020-07-01,Netherlands,1.0,2020,7
2020-08-01,Netherlands,0.0,2020,8
2020-09-01,Netherlands,4.0,2020,9
2020-10-01,Netherlands,29.0,2020,10
2020-11-01,Netherlands,12.0,2020,11
2020-12-01,Netherlands,32.0,2020,12
2021-01-01,Netherlands,59.0,2021,1
2021-02-01,Netherlands,74.0,2021,2
2021-03-01,Netherlands,122.0,2021,3
2021-04-01,Netherlands,139.0,2021,4
2021-05-01,Netherlands,7.0,2021,5
2021-06-01,Netherlands,5.0,2021,6
2021-07-01,Netherlands,29.0,2021,7
2021-08-01,Netherlands,69.0,2021,8
2021-09-01,Netherlands,120.0,2021,9
2021-10-01,Netherlands,251.0,2021,10
2021-11-01,Netherlands,240.0,2021,11
2021-12-01,Netherlands,188.0,2021,12
2022-01-01,Netherlands,142.0,2022,1
2022-02-01,Netherlands,253.0,2022,2
2022-03-01,Netherlands,463.0,2022,3
2022-04-01,Netherlands,806.0,2022,4
2022-05-01,Netherlands,315.0,2022,5
2022-06-01,Netherlands,201.0,2022,6
2022-07-01,Netherlands,598.0,2022,7
2022-08-01,Netherlands,483.0,2022,8
2022-09-01,Netherlands,804.0,2022,9
2022-10-01,Netherlands,1842.0,2022,10
2022-11-01,Netherlands,1148.0,2022,11
2022-12-01,Netherlands,460.0,2022,12
2023-01-01,Netherlands,437.0,2023,1
2023-02-01,Netherlands,805.0,2023,2
2023-03-01,Netherlands,1402.0,2023,3
2023-04-01,Netherlands,1285.0,2023,4
2023-05-01,Netherlands,542.0,2023,5
2023-06-01,Netherlands,220.0,2023,6
2023-07-01,Netherlands,602.0,2023,7
2023-08-01,Netherlands,563.0,2023,8
2023-09-01,Netherlands,891.0,2023,9
2023-10-01,Netherlands,2081.0,2023,10
2023-11-01,Netherlands,1299.0,2023,11
2023-12-01,Netherlands,591.0,2023,12
2024-01-01,Netherlands,492.0,2024,1
2024-02-01,Netherlands,1026.0,2024,2
2024-03-01,Netherlands,1563.0,2024,3
2024-04-01,Netherlands,1300.0,2024,4
2024-05-01,Netherlands,665.0,2024,5
2024-06-01,Netherlands,246.0,2024,6
2024-07-01,Netherlands,675.0,2024,7
2024-08-01,Netherlands,500.0,2024,8
2024-09-01,Netherlands,870.0,2024,9
2024-10-01,Netherlands,2166.0,2024,10
2024-11-01,Netherlands,1397.0,2024,11
2024-12-01,Netherlands,491.0,2024,12
2025-01-01,Netherlands,573.0,2025,1
2025-02-01,Netherlands,983.0,2025,2
2025-03-01,Netherlands,1518.0,2025,3
2025-04-01,Netherlands,1320.0,2025,4
2025-05-01,Netherlands,648.0,2025,5
2025-06-01,Netherlands,241.0,2025,6
2025-07-01,Netherlands,608.0,2025,7
2025-08-01,Netherlands,528.0,2025,8
2025-09-01,Netherlands,816.0,2025,9
2025-10-01,Netherlands,2162.0,2025,10
2025-11-01,Netherlands,1400.0,2025,11
2025-12-01,Netherlands,517.0,2025,12
2019-01-01,Others,11952.0,2019,1
2019-02-01,Others,15645.0,2019,2
2019-03-01,Others,21031.0,2019,3
2019-04-01,Others,24499.0,2019,4
2019-05-01,Others,12560.0,2019,5
2019-06-01,Others,10619.0,2019,6
2019-07-01,Others,10436.0,2019,7
2019-08-01,Others,11409.0,2019,8
2019-09-01,Others,17294.0,2019,9
2019-10-01,Others,27915.0,2019,10
2019-11-01,Others,24341.0,2019,11
2019-12-01,Others,14888.0,2019,12
2020-01-01,Others,12454.0,2020,1
2020-02-01,Others,16244.0,2020,2
2020-03-01,Others,7569.0,2020,3
2020-04-01,Others,5.0,2020,4
2020-05-01,Others,6.0,2020,5
2020-06-01,Others,33.0,2020,6
2020-07-01,Others,128.0,2020,7
2020-08-01,Others,89.0,2020,8
2020-09-01,Others,196.0,2020,9
2020-10-01,Others,719.0,2020,10
2020-11-01,Others,603.0,2020,11
2020-12-01,Others,862.0,2020,12
2021-01-01,Others,1165.0,2021,1
2021-02-01,Others,1281.0,2021,2
2021-03-01,Others,2246.0,2021,3
2021-04-01,Others,3955.0,2021,4
2021-05-01,Others,453.0,2021,5
2021-06-01,Others,334.0,2021,6
2021-07-01,Others,586.0,2021,7
2021-08-01,Others,1390.0,2021,8
2021-09-01,Others,2362.0,2021,9
2021-10-01,Others,4403.0,2021,10
2021-11-01,Others,4278.0,2021,11
2021-12-01,Others,3560.0,2021,12
2022-01-01,Others,3182.0,2022,1
2022-02-01,Others,3503.0,2022,2
2022-03-01,Others,7641.0,2022,3
2022-04-01,Others,11952.0,2022,4
2022-05-01,Others,7207.0,2022,5
2022-06-01,Others,5481.0,2022,6
2022-07-01,Others,7065.0,2022,7
2022-08-01,Others,7004.0,2022,8
2022-09-01,Others,13449.0,2022,9
2022-10-01,Others,21728.0,2022,10
2022-11-01,Others,14915.0,2022,11
2022-12-01,Others,11182.0,2022,12
2023-01-01,Others,10056.0,2023,1
2023-02-01,Others,13206.0,2023,2
2023-03-01,Others,20524.0,2023,3
2023-04-01,Others,21633.0,2023,4
2023-05-01,Others,11249.0,2023,5
2023-06-01,Others,8419.0,2023,6
2023-07-01,Others,8911.0,2023,7
2023-08-01,Others,9376.0,2023,8
2023-09-01,Others,18085.0,2023,9
2023-10-01,Others,27090.0,2023,10
2023-11-01,Others,20433.0,2023,11
2023-12-01,Others,16217.0,2023,12
2024-01-01,Others,12956.0,2024,1
2024-02-01,Others,16170.0,2024,2
2024-03-01,Others,23875.0,2024,3
2024-04-01,Others,24625.0,2024,4
2024-05-01,Others,15168.0,2024,5
2024-06-01,Others,9316.0,2024,6
2024-07-01,Others,9344.0,2024,7
2024-08-01,Others,10837.0,2024,8
2024-09-01,Others,19997.0,2024,9
2024-10-01,Others,30795.0,2024,10
2024-11-01,Others,24020.0,2024,11
2024-12-01,Others,16402.0,2024,12
2025-01-01,Others,14039.0,2025,1
2025-02-01,Others,17161.0,2025,2
2025-03-01,Others,24703.0,2025,3
2025-04-01,Others,28705.0,2025,4
2025-05-01,Others,16266.0,2025,5
2025-06-01,Others,10322.0,2025,6
2025-07-01,Others,10426.0,2025,7
2025-08-01,Others,11323.0,2025,8
2025-09-01,Others,16241.0,2025,9
2025-10-01,Others,32792.0,2025,10
2025-11-01,Others,24290.0,2025,11
2025-12-01,Others,15420.0,2025,12
2019-01-01,South Korea,5089.0,2019,1
2019-02-01,South Korea,2723.0,2019,2
2019-03-01,South Korea,3297.0,2019,3
2019-04-01,South Korea,2279.0,2019,4
2019-05-01,South Korea,1514.0,2019,5
2019-06-01,South Korea,1210.0,2019,6
2019-07-01,South Korea,2067.0,2019,7
2019-08-01,South Korea,1914.0,2019,8
2019-09-01,South Korea,2013.0,2019,9
2019-10-01,South Korea,3035.0,2019,10
2019-11-01,South Korea,2929.0,2019,11
2019-12-01,South Korea,3038.0,2019,12
2020-01-01,South Korea,4559.0,2020,1
2020-02-01,South Korea,1956.0,2020,2
2020-03-01,South Korea,290.0,2020,3
2020-04-01,South Korea,0.0,2020,4
2020-05-01,South Korea,0.0,2020,5
2020-06-01,South Korea,0.0,2020,6
2020-07-01,South Korea,0.0,2020,7
2020-08-01,South Korea,0.0,2020,8
2020-09-01,South Korea,10.0,2020,9
2020-10-01,South Korea,15.0,2020,10
2020-11-01,South Korea,0.0,2020,11
2020-12-01,South Korea,114.0,2020,12
2021-01-01,South Korea,104.0,2021,1
2021-02-01,South Korea,75.0,2021,2
2021-03-01,South Korea,115.0,2021,3
2021-04-01,South Korea,83.0,2021,4
2021-05-01,South Korea,12.0,2021,5
2021-06-01,South Korea,32.0,2021,6
2021-07-01,South Korea,58.0,2021,7
2021-08-01,South Korea,64.0,2021,8
2021-09-01,South Korea,121.0,2021,9
2021-10-01,South Korea,196.0,2021,10
2021-11-01,South Korea,229.0,2021,11
2021-12-01,South Korea,174.0,2021,12
2022-01-01,South Korea,209.0,2022,1
2022-02-01,South Korea,163.0,2022,2
2022-03-01,South Korea,247.0,2022,3
2022-04-01,South Korea,448.0,2022,4
2022-05-01,South Korea,362.0,2022,5
2022-06-01,South Korea,335.0,2022,6
2022-07-01,South Korea,558.0,2022,7
2022-08-01,South Korea,574.0,2022,8
2022-09-01,South Korea,810.0,2022,9
2022-10-01,South Korea,1371.0,2022,10
2022-11-01,South Korea,1670.0,2022,11
2022-12-01,South Korea,1493.0,2022,12
2023-01-01,South Korea,2198.0,2023,1
2023-02-01,South Korea,3246.0,2023,2
2023-03-01,South Korea,2640.0,2023,3
2023-04-01,South Korea,1544.0,2023,4
2023-05-01,South Korea,1039.0,2023,5
2023-06-01,South Korea,888.0,2023,6
2023-07-01,South Korea,1375.0,2023,7
2023-08-01,South Korea,1099.0,2023,8
2023-09-01,South Korea,2018.0,2023,9
2023-10-01,South Korea,2449.0,2023,10
2023-11-01,South Korea,2885.0,2023,11
2023-12-01,South Korea,2362.0,2023,12
2024-01-01,South Korea,3812.0,2024,1
2024-02-01,South Korea,2351.0,2024,2
2024-03-01,South Korea,2888.0,2024,3
2024-04-01,South Korea,1980.0,2024,4
2024-05-01,South Korea,1374.0,2024,5
2024-06-01,South Korea,875.0,2024,6
2024-07-01,South Korea,1537.0,2024,7
2024-08-01,South Korea,1602.0,2024,8
2024-09-01,South Korea,2351.0,2024,9
2024-10-01,South Korea,2442.0,2024,10
2024-11-01,South Korea,3288.0,2024,11
2024-12-01,South Korea,2568.0,2024,12
2025-01-01,South Korea,3756.0,2025,1
2025-02-01,South Korea,2799.0,2025,2
2025-03-01,South Korea,2183.0,2025,3
2025-04-01,South Korea,1621.0,2025,4
2025-05-01,South Korea,1386.0,2025,5
2025-06-01,South Korea,1002.0,2025,6
2025-07-01,South Korea,1231.0,2025,7
2025-08-01,South Korea,1420.0,2025,8
2025-09-01,South Korea,1357.0,2025,9
2025-10-01,South Korea,2598.0,2025,10
2025-11-01,South Korea,2474.0,2025,11
2025-12-01,South Korea,1788.0,2025,12
2019-01-01,Spain,679.0,2019,1
2019-02-01,Spain,669.0,2019,2
2019-03-01,Spain,1135.0,2019,3
2019-04-01,Spain,2311.0,2019,4
2019-05-01,Spain,1119.0,2019,5
2019-06-01,Spain,823.0,2019,6
2019-07-01,Spain,1482.0,2019,7
2019-08-01,Spain,3331.0,2019,8
2019-09-01,Spain,1945.0,2019,9
2019-10-01,Spain,2972.0,2019,10
2019-11-01,Spain,2091.0,2019,11
2019-12-01,Spain,826.0,2019,12
2020-01-01,Spain,570.0,2020,1
2020-02-01,Spain,655.0,2020,2
2020-03-01,Spain,353.0,2020,3
2020-04-01,Spain,0.0,2020,4
2020-05-01,Spain,0.0,2020,5
2020-06-01,Spain,0.0,2020,6
2020-07-01,Spain,0.0,2020,7
2020-08-01,Spain,1.0,2020,8
2020-09-01,Spain,8.0,2020,9
2020-10-01,Spain,10.0,2020,10
2020-11-01,Spain,11.0,2020,11
2020-12-01,Spain,17.0,2020,12
2021-01-01,Spain,57.0,2021,1
2021-02-01,Spain,30.0,2021,2
2021-03-01,Spain,54.0,2021,3
2021-04-01,Spain,104.0,2021,4
2021-05-01,Spain,25.0,2021,5
2021-06-01,Spain,3.0,2021,6
2021-07-01,Spain,13.0,2021,7
2021-08-01,Spain,57.0,2021,8
2021-09-01,Spain,73.0,2021,9
2021-10-01,Spain,238.0,2021,10
2021-11-01,Spain,262.0,2021,11
2021-12-01,Spain,235.0,2021,12
2022-01-01,Spain,151.0,2022,1
2022-02-01,Spain,183.0,2022,2
2022-03-01,Spain,356.0,2022,3
2022-04-01,Spain,940.0,2022,4
2022-05-01,Spain,330.0,2022,5
2022-06-01,Spain,224.0,2022,6
2022-07-01,Spain,705.0,2022,7
2022-08-01,Spain,910.0,2022,8
2022-09-01,Spain,911.0,2022,9
2022-10-01,Spain,2096.0,2022,10
2022-11-01,Spain,956.0,2022,11
2022-12-01,Spain,587.0,2022,12
2023-01-01,Spain,463.0,2023,1
2023-02-01,Spain,540.0,2023,2
2023-03-01,Spain,1183.0,2023,3
2023-04-01,Spain,1172.0,2023,4
2023-05-01,Spain,590.0,2023,5
2023-06-01,Spain,372.0,2023,6
2023-07-01,Spain,826.0,2023,7
2023-08-01,Spain,1588.0,2023,8
2023-09-01,Spain,1218.0,2023,9
2023-10-01,Spain,2353.0,2023,10
2023-11-01,Spain,1404.0,2023,11
2023-12-01,Spain,684.0,2023,12
2024-01-01,Spain,521.0,2024,1
2024-02-01,Spain,787.0,2024,2
2024-03-01,Spain,1542.0,2024,3
2024-04-01,Spain,1100.0,2024,4
2024-05-01,Spain,675.0,2024,5
2024-06-01,Spain,501.0,2024,6
2024-07-01,Spain,875.0,2024,7
2024-08-01,Spain,1580.0,2024,8
2024-09-01,Spain,1380.0,2024,9
2024-10-01,Spain,2380.0,2024,10
2024-11-01,Spain,1902.0,2024,11
2024-12-01,Spain,725.0,2024,12
2025-01-01,Spain,425.0,2025,1
2025-02-01,Spain,713.0,2025,2
2025-03-01,Spain,1014.0,2025,3
2025-04-01,Spain,1725.0,2025,4
2025-05-01,Spain,898.0,2025,5
2025-06-01,Spain,490.0,2025,6
2025-07-01,Spain,774.0,2025,7
2025-08-01,Spain,1491.0,2025,8
2025-09-01,Spain,1075.0,2025,9
2025-10-01,Spain,2130.0,2025,10
2025-11-01,Spain,1798.0,2025,11
2025-12-01,Spain,610.0,2025,12
2019-01-01,Sri Lanka,655.0,2019,1
2019-02-01,Sri Lanka,7835.0,2019,2
2019-03-01,Sri Lanka,10835.0,2019,3
2019-04-01,Sri Lanka,1531.0,2019,4
2019-05-01,Sri Lanka,253.0,2019,5
2019-06-01,Sri Lanka,355.0,2019,6
2019-07-01,Sri Lanka,1079.0,2019,7
2019-08-01,Sri Lanka,14486.0,2019,8
2019-09-01,Sri Lanka,6962.0,2019,9
2019-10-01,Sri Lanka,5851.0,2019,10
2019-11-01,Sri Lanka,5539.0,2019,11
2019-12-01,Sri Lanka,935.0,2019,12
2020-01-01,Sri Lanka,291.0,2020,1
2020-02-01,Sri Lanka,7369.0,2020,2
2020-03-01,Sri Lanka,5556.0,2020,3
2020-04-01,Sri Lanka,0.0,2020,4
2020-05-01,Sri Lanka,0.0,2020,5
2020-06-01,Sri Lanka,0.0,2020,6
2020-07-01,Sri Lanka,0.0,2020,7
2020-08-01,Sri Lanka,1.0,2020,8
2020-09-01,Sri Lanka,1.0,2020,9
2020-10-01,Sri Lanka,50.0,2020,10
2020-11-01,Sri Lanka,21.0,2020,11
2020-12-01,Sri Lanka,39.0,2020,12
2021-01-01,Sri Lanka,31.0,2021,1
2021-02-01,Sri Lanka,19.0,2021,2
2021-03-01,Sri Lanka,40.0,2021,3
2021-04-01,Sri Lanka,71.0,2021,4
2021-05-01,Sri Lanka,1.0,2021,5
2021-06-01,Sri Lanka,3.0,2021,6
2021-07-01,Sri Lanka,13.0,2021,7
2021-08-01,Sri Lanka,40.0,2021,8
2021-09-01,Sri Lanka,39.0,2021,9
2021-10-01,Sri Lanka,58.0,2021,10
2021-11-01,Sri Lanka,66.0,2021,11
2021-12-01,Sri Lanka,82.0,2021,12
2022-01-01,Sri Lanka,54.0,2022,1
2022-02-01,Sri Lanka,74.0,2022,2
2022-03-01,Sri Lanka,175.0,2022,3
2022-04-01,Sri Lanka,297.0,2022,4
2022-05-01,Sri Lanka,194.0,2022,5
2022-06-01,Sri Lanka,203.0,2022,6
2022-07-01,Sri Lanka,219.0,2022,7
2022-08-01,Sri Lanka,232.0,2022,8
2022-09-01,Sri Lanka,573.0,2022,9
2022-10-01,Sri Lanka,901.0,2022,10
2022-11-01,Sri Lanka,1018.0,2022,11
2022-12-01,Sri Lanka,666.0,2022,12
2023-01-01,Sri Lanka,307.0,2023,1
2023-02-01,Sri Lanka,2175.0,2023,2
2023-03-01,Sri Lanka,3898.0,2023,3
2023-04-01,Sri Lanka,747.0,2023,4
2023-05-01,Sri Lanka,471.0,2023,5
2023-06-01,Sri Lanka,320.0,2023,6
2023-07-01,Sri Lanka,484.0,2023,7
2023-08-01,Sri Lanka,3858.0,2023,8
2023-09-01,Sri Lanka,3011.0,2023,9
2023-10-01,Sri Lanka,2507.0,2023,10
2023-11-01,Sri Lanka,3227.0,2023,11
2023-12-01,Sri Lanka,846.0,2023,12
2024-01-01,Sri Lanka,493.0,2024,1
2024-02-01,Sri Lanka,3683.0,2024,2
2024-03-01,Sri Lanka,5741.0,2024,3
2024-04-01,Sri Lanka,908.0,2024,4
2024-05-01,Sri Lanka,511.0,2024,5
2024-06-01,Sri Lanka,284.0,2024,6
2024-07-01,Sri Lanka,694.0,2024,7
2024-08-01,Sri Lanka,4851.0,2024,8
2024-09-01,Sri Lanka,4915.0,2024,9
2024-10-01,Sri Lanka,3125.0,2024,10
2024-11-01,Sri Lanka,4396.0,2024,11
2024-12-01,Sri Lanka,626.0,2024,12
2025-01-01,Sri Lanka,407.0,2025,1
2025-02-01,Sri Lanka,4502.0,2025,2
