date,country,arrivals,year,month
2019-09-01,Malaysia,1823,2019,9
2019-10-01,Malaysia,2144,2019,10
2019-11-01,Malaysia,2868,2019,11
2019-12-01,Malaysia,2653,2019,12
2020-01-01,Malaysia,1179,2020,1
2020-02-01,Malaysia,1588,2020,2
2020-03-01,Malaysia,673,2020,3
2020-04-01,Malaysia,0,2020,4
2020-05-01,Malaysia,0,2020,5
2020-06-01,Malaysia,0,2020,6
2020-07-01,Malaysia,0,2020,7
2020-08-01,Malaysia,0,2020,8
2020-09-01,Malaysia,1,2020,9
2020-10-01,Malaysia,2,2020,10
2020-11-01,Malaysia,9,2020,11
2020-12-01,Malaysia,8,2020,12
2021-01-01,Malaysia,19,2021,1
2021-02-01,Malaysia,21,2021,2
2021-03-01,Malaysia,16,2021,3
2021-04-01,Malaysia,44,2021,4
2021-05-01,Malaysia,3,2021,5
2021-06-01,Malaysia,5,2021,6
2021-07-01,Malaysia,5,2021,7
2021-08-01,Malaysia,8,2021,8
2021-09-01,Malaysia,32,2021,9
2021-10-01,Malaysia,35,2021,10
2021-11-01,Malaysia,55,2021,11
2021-12-01,Malaysia,88,2021,12
2022-01-01,Malaysia,106,2022,1
2022-02-01,Malaysia,117,2022,2
2022-03-01,Malaysia,314,2022,3
2022-04-01,Malaysia,507,2022,4
2022-05-01,Malaysia,454,2022,5
2022-06-01,Malaysia,469,2022,6
2022-07-01,Malaysia,738,2022,7
2022-08-01,Malaysia,960,2022,8
2022-09-01,Malaysia,1135,2022,9
2022-10-01,Malaysia,1590,2022,10
2022-11-01,Malaysia,1593,2022,11
2022-12-01,Malaysia,1586,2022,12
2023-01-01,Malaysia,675,2023,1
2023-02-01,Malaysia,1819,2023,2
2023-03-01,Malaysia,1663,2023,3
2023-04-01,Malaysia,2000,2023,4
2023-05-01,Malaysia,1321,2023,5
2023-06-01,Malaysia,1079,2023,6
2023-07-01,Malaysia,998,2023,7
2023-08-01,Malaysia,1188,2023,8
2023-09-01,Malaysia,1666,2023,9
2023-10-01,Malaysia,2019,2023,10
2023-11-01,Malaysia,2388,2023,11
2023-12-01,Malaysia,1991,2023,12
2024-01-01,Malaysia,939,2024,1
2024-02-01,Malaysia,1815,2024,2
2024-03-01,Malaysia,2198,2024,3
2024-04-01,Malaysia,2310,2024,4
2024-05-01,Malaysia,1814,2024,5
2024-06-01,Malaysia,1014,2024,6
2024-07-01,Malaysia,1125,2024,7
2024-08-01,Malaysia,1285,2024,8
2024-09-01,Malaysia,2280,2024,9
2024-10-01,Malaysia,2278,2024,10
2024-11-01,Malaysia,2126,2024,11
2024-12-01,Malaysia,1769,2024,12
2025-01-01,Malaysia,934,2025,1
2025-02-01,Malaysia,1854,2025,2
2025-03-01,Malaysia,2380,2025,3
2025-04-01,Malaysia,2183,2025,4
2025-05-01,Malaysia,2083,2025,5
2025-06-01,Malaysia,1348,2025,6
2025-07-01,Malaysia,1205,2025,7
2025-08-01,Malaysia,1431,2025,8
2025-09-01,Malaysia,1677,2025,9
2025-10-01,Malaysia,2461,2025,10
2025-11-01,Malaysia,2606,2025,11
2025-12-01,Malaysia,2429,2025,12
2019-01-01,Myanmar,3827,2019,1
2019-02-01,Myanmar,5676,2019,2
2019-03-01,Myanmar,7290,2019,3
2019-04-01,Myanmar,2776,2019,4
2019-05-01,Myanmar,132,2019,5
2019-06-01,Myanmar,95,2019,6
2019-07-01,Myanmar,97,2019,7
2019-08-01,Myanmar,74,2019,8
2019-09-01,Myanmar,188,2019,9
2019-10-01,Myanmar,3859,2019,10
2019-11-01,Myanmar,6530,2019,11
2019-12-01,Myanmar,5730,2019,12
2020-01-01,Myanmar,4447,2020,1
2020-02-01,Myanmar,12119,2020,2
2020-03-01,Myanmar,4320,2020,3
2020-04-01,Myanmar,0,2020,4
2020-05-01,Myanmar,0,2020,5
2020-06-01,Myanmar,0,2020,6
2020-07-01,Myanmar,0,2020,7
2020-08-01,Myanmar,0,2020,8
2020-09-01,Myanmar,0,2020,9
2020-10-01,Myanmar,1,2020,10
2020-11-01,Myanmar,6,2020,11
2020-12-01,Myanmar,18,2020,12
2021-01-01,Myanmar,21,2021,1
2021-02-01,Myanmar,38,2021,2
2021-03-01,Myanmar,101,2021,3
2021-04-01,Myanmar,58,2021,4
2021-05-01,Myanmar,6,2021,5
2021-06-01,Myanmar,4,2021,6
2021-07-01,Myanmar,1,2021,7
2021-08-01,Myanmar,8,2021,8
2021-09-01,Myanmar,22,2021,9
2021-10-01,Myanmar,13,2021,10
2021-11-01,Myanmar,27,2021,11
2021-12-01,Myanmar,45,2021,12
2022-01-01,Myanmar,39,2022,1
2022-02-01,Myanmar,27,2022,2
2022-03-01,Myanmar,29,2022,3
2022-04-01,Myanmar,53,2022,4
2022-05-01,Myanmar,54,2022,5
2022-06-01,Myanmar,75,2022,6
2022-07-01,Myanmar,43,2022,7
2022-08-01,Myanmar,66,2022,8
2022-09-01,Myanmar,76,2022,9
2022-10-01,Myanmar,102,2022,10
2022-11-01,Myanmar,927,2022,11
2022-12-01,Myanmar,936,2022,12
2023-01-01,Myanmar,820,2023,1
2023-02-01,Myanmar,2232,2023,2
2023-03-01,Myanmar,2188,2023,3
2023-04-01,Myanmar,1339,2023,4
2023-05-01,Myanmar,91,2023,5
2023-06-01,Myanmar,115,2023,6
2023-07-01,Myanmar,151,2023,7
2023-08-01,Myanmar,78,2023,8
2023-09-01,Myanmar,126,2023,9
2023-10-01,Myanmar,752,2023,10
2023-11-01,Myanmar,2505,2023,11
2023-12-01,Myanmar,2532,2023,12
2024-01-01,Myanmar,1222,2024,1
2024-02-01,Myanmar,2919,2024,2
2024-03-01,Myanmar,3131,2024,3
2024-04-01,Myanmar,1184,2024,4
2024-05-01,Myanmar,153,2024,5
2024-06-01,Myanmar,125,2024,6
2024-07-01,Myanmar,110,2024,7
2024-08-01,Myanmar,152,2024,8
2024-09-01,Myanmar,160,2024,9
2024-10-01,Myanmar,698,2024,10
2024-11-01,Myanmar,1547,2024,11
2024-12-01,Myanmar,1509,2024,12
2025-01-01,Myanmar,1126,2025,1
2025-02-01,Myanmar,3269,2025,2
2025-03-01,Myanmar,3752,2025,3
2025-04-01,Myanmar,1779,2025,4
2025-05-01,Myanmar,233,2025,5
2025-06-01,Myanmar,141,2025,6
2025-07-01,Myanmar,144,2025,7
2025-08-01,Myanmar,182,2025,8
2025-09-01,Myanmar,145,2025,9
2025-10-01,Myanmar,3038,2025,10
2025-11-01,Myanmar,4484,2025,11
2025-12-01,Myanmar,3792,2025,12
2019-01-01,Netherlands,603,2019,1
2019-02-01,Netherlands,1252,2019,2
2019-03-01,Netherlands,1844,2019,3
2019-04-01,Netherlands,1813,2019,4
2019-05-01,Netherlands,796,2019,5
2019-06-01,Netherlands,375,2019,6
2019-07-01,Netherlands,1028,2019,7
2019-08-01,Netherlands,812,2019,8
2019-09-01,Netherlands,1304,2019,9
2019-10-01,Netherlands,2756,2019,10
2019-11-01,Netherlands,1604,2019,11
2019-12-01,Netherlands,847,2019,12
2020-01-01,Netherlands,591,2020,1
2020-02-01,Netherlands,1119,2020,2
2020-03-01,Netherlands,774,2020,3
2020-04-01,Netherlands,0,2020,4
2020-05-01,Netherlands,0,2020,5
2020-06-01,Netherlands,1,2020,6
2020-07-01,Netherlands,1,2020,7
2020-08-01,Netherlands,0,2020,8
2020-09-01,Netherlands,4,2020,9
2020-10-01,Netherlands,29,2020,10
2020-11-01,Netherlands,12,2020,11
2020-12-01,Netherlands,32,2020,12
2021-01-01,Netherlands,59,2021,1
2021-02-01,Netherlands,74,2021,2
2021-03-01,Netherlands,122,2021,3
2021-04-01,Netherlands,139,2021,4
2021-05-01,Netherlands,7,2021,5
2021-06-01,Netherlands,5,2021,6
2021-07-01,Netherlands,29,2021,7
2021-08-01,Netherlands,69,2021,8
2021-09-01,Netherlands,120,2021,9
2021-10-01,Netherlands,251,2021,10
2021-11-01,Netherlands,240,2021,11
2021-12-01,Netherlands,188,2021,12
2022-01-01,Netherlands,142,2022,1
2022-02-01,Netherlands,253,2022,2
2022-03-01,Netherlands,463,2022,3
2022-04-01,Netherlands,806,2022,4
2022-05-01,Netherlands,315,2022,5
2022-06-01,Netherlands,201,2022,6
2022-07-01,Netherlands,598,2022,7
2022-08-01,Netherlands,483,2022,8
2022-09-01,Netherlands,804,2022,9
2022-10-01,Netherlands,1842,2022,10
2022-11-01,Netherlands,1148,2022,11
2022-12-01,Netherlands,460,2022,12
2023-01-01,Netherlands,437,2023,1
2023-02-01,Netherlands,805,2023,2
2023-03-01,Netherlands,1402,2023,3
2023-04-01,Netherlands,1285,2023,4
2023-05-01,Netherlands,542,2023,5
2023-06-01,Netherlands,220,2023,6
2023-07-01,Netherlands,602,2023,7
2023-08-01,Netherlands,563,2023,8
2023-09-01,Netherlands,891,2023,9
2023-10-01,Netherlands,2081,2023,10
2023-11-01,Netherlands,1299,2023,11
2023-12-01,Netherlands,591,2023,12
2024-01-01,Netherlands,492,2024,1
2024-02-01,Netherlands,1026,2024,2
2024-03-01,Netherlands,1563,2024,3
2024-04-01,Netherlands,1300,2024,4
2024-05-01,Netherlands,665,2024,5
2024-06-01,Netherlands,246,2024,6
2024-07-01,Netherlands,675,2024,7
2024-08-01,Netherlands,500,2024,8
2024-09-01,Netherlands,870,2024,9
2024-10-01,Netherlands,2166,2024,10
2024-11-01,Netherlands,1397,2024,11
2024-12-01,Netherlands,491,2024,12
2025-01-01,Netherlands,573,2025,1
2025-02-01,Netherlands,983,2025,2
2025-03-01,Netherlands,1518,2025,3
2025-04-01,Netherlands,1320,2025,4
2025-05-01,Netherlands,648,2025,5
2025-06-01,Netherlands,241,2025,6
2025-07-01,Netherlands,608,2025,7
2025-08-01,Netherlands,528,2025,8
2025-09-01,Netherlands,816,2025,9
2025-10-01,Netherlands,2162,2025,10
2025-11-01,Netherlands,1400,2025,11
2025-12-01,Netherlands,517,2025,12
2019-01-01,Others,11952,2019,1
2019-02-01,Others,15645,2019,2
2019-03-01,Others,21031,2019,3
2019-04-01,Others,24499,2019,4
2019-05-01,Others,12560,2019,5
2019-06-01,Others,10619,2019,6
2019-07-01,Others,10436,2019,7
2019-08-01,Others,11409,2019,8
2019-09-01,Others,17294,2019,9
2019-10-01,Others,27915,2019,10
2019-11-01,Others,24341,2019,11
2019-12-01,Others,14888,2019,12
2020-01-01,Others,12454,2020,1
2020-02-01,Others,16244,2020,2
2020-03-01,Others,7569,2020,3
2020-04-01,Others,5,2020,4
2020-05-01,Others,6,2020,5
2020-06-01,Others,33,2020,6
2020-07-01,Others,128,2020,7
2020-08-01,Others,89,2020,8
2020-09-01,Others,196,2020,9
2020-10-01,Others,719,2020,10
2020-11-01,Others,603,2020,11
2020-12-01,Others,862,2020,12
2021-01-01,Others,1165,2021,1
2021-02-01,Others,1281,2021,2
2021-03-01,Others,2246,2021,3
2021-04-01,Others,3955,2021,4
2021-05-01,Others,453,2021,5
2021-06-01,Others,334,2021,6
2021-07-01,Others,586,2021,7
2021-08-01,Others,1390,2021,8
2021-09-01,Others,2362,2021,9
2021-10-01,Others,4403,2021,10
2021-11-01,Others,4278,2021,11
2021-12-01,Others,3560,2021,12
2022-01-01,Others,3182,2022,1
2022-02-01,Others,3503,2022,2
2022-03-01,Others,7641,2022,3
2022-04-01,Others,11952,2022,4
2022-05-01,Others,7207,2022,5
2022-06-01,Others,5481,2022,6
2022-07-01,Others,7065,2022,7
2022-08-01,Others,7004,2022,8
2022-09-01,Others,13449,2022,9
2022-10-01,Others,21728,2022,10
2022-11-01,Others,14915,2022,11
2022-12-01,Others,11182,2022,12
2023-01-01,Others,10056,2023,1
2023-02-01,Others,13206,2023,2
2023-03-01,Others,20524,2023,3
2023-04-01,Others,21633,2023,4
2023-05-01,Others,11249,2023,5
2023-06-01,Others,8419,2023,6
2023-07-01,Others,8911,2023,7
2023-08-01,Others,9376,2023,8
2023-09-01,Others,18085,2023,9
2023-10-01,Others,27090,2023,10
2023-11-01,Others,20433,2023,11
2023-12-01,Others,16217,2023,12
2024-01-01,Others,12956,2024,1
2024-02-01,Others,16170,2024,2
2024-03-01,Others,23875,2024,3
2024-04-01,Others,24625,2024,4
2024-05-01,Others,15168,2024,5
2024-06-01,Others,9316,2024,6
2024-07-01,Others,9344,2024,7
2024-08-01,Others,10837,2024,8
2024-09-01,Others,19997,2024,9
2024-10-01,Others,30795,2024,10
2024-11-01,Others,24020,2024,11
2024-12-01,Others,16402,2024,12
2025-01-01,Others,14039,2025,1
2025-02-01,Others,17161,2025,2
2025-03-01,Others,24703,2025,3
2025-04-01,Others,28705,2025,4
2025-05-01,Others,16266,2025,5
2025-06-01,Others,10322,2025,6
2025-07-01,Others,10426,2025,7
2025-08-01,Others,11323,2025,8
2025-09-01,Others,16241,2025,9
2025-10-01,Others,32792,2025,10
2025-11-01,Others,24290,2025,11
2025-12-01,Others,15420,2025,12
2019-01-01,South Korea,5089,2019,1
2019-02-01,South Korea,2723,2019,2
2019-03-01,South Korea,3297,2019,3
2019-04-01,South Korea,2279,2019,4
2019-05-01,South Korea,1514,2019,5
2019-06-01,South Korea,1210,2019,6
2019-07-01,South Korea,2067,2019,7
2019-08-01,South Korea,1914,2019,8
2019-09-01,South Korea,2013,2019,9
2019-10-01,South Korea,3035,2019,10
2019-11-01,South Korea,2929,2019,11
2019-12-01,South Korea,3038,2019,12
2020-01-01,South Korea,4559,2020,1
2020-02-01,South Korea,1956,2020,2
2020-03-01,South Korea,290,2020,3
2020-04-01,South Korea,0,2020,4
2020-05-01,South Korea,0,2020,5
2020-06-01,South Korea,0,2020,6
2020-07-01,South Korea,0,2020,7
2020-08-01,South Korea,0,2020,8
2020-09-01,South Korea,10,2020,9
2020-10-01,South Korea,15,2020,10
2020-11-01,South Korea,0,2020,11
2020-12-01,South Korea,114,2020,12
2021-01-01,South Korea,104,2021,1
2021-02-01,South Korea,75,2021,2
2021-03-01,South Korea,115,2021,3
2021-04-01,South Korea,83,2021,4
2021-05-01,South Korea,12,2021,5
2021-06-01,South Korea,32,2021,6
2021-07-01,South Korea,58,2021,7
2021-08-01,South Korea,64,2021,8
2021-09-01,South Korea,121,2021,9
2021-10-01,South Korea,196,2021,10
2021-11-01,South Korea,229,2021,11
2021-12-01,South Korea,174,2021,12
2022-01-01,South Korea,209,2022,1
2022-02-01,South Korea,163,2022,2
2022-03-01,South Korea,247,2022,3
2022-04-01,South Korea,448,2022,4
2022-05-01,South Korea,362,2022,5
2022-06-01,South Korea,335,2022,6
2022-07-01,South Korea,558,2022,7
2022-08-01,South Korea,574,2022,8
2022-09-01,South Korea,810,2022,9
2022-10-01,South Korea,1371,2022,10
2022-11-01,South Korea,1670,2022,11
2022-12-01,South Korea,1493,2022,12
2023-01-01,South Korea,2198,2023,1
2023-02-01,South Korea,3246,2023,2
2023-03-01,South Korea,2640,2023,3
2023-04-01,South Korea,1544,2023,4
2023-05-01,South Korea,1039,2023,5
2023-06-01,South Korea,888,2023,6
2023-07-01,South Korea,1375,2023,7
2023-08-01,South Korea,1099,2023,8
2023-09-01,South Korea,2018,2023,9
2023-10-01,South Korea,2449,2023,10
2023-11-01,South Korea,2885,2023,11
2023-12-01,South Korea,2362,2023,12
2024-01-01,South Korea,3812,2024,1
2024-02-01,South Korea,2351,2024,2
2024-03-01,South Korea,2888,2024,3
2024-04-01,South Korea,1980,2024,4
2024-05-01,South Korea,1374,2024,5
2024-06-01,South Korea,875,2024,6
2024-07-01,South Korea,1537,2024,7
2024-08-01,South Korea,1602,2024,8
2024-09-01,South Korea,2351,2024,9
2024-10-01,South Korea,2442,2024,10
2024-11-01,South Korea,3288,2024,11
2024-12-01,South Korea,2568,2024,12
2025-01-01,South Korea,3756,2025,1
2025-02-01,South Korea,2799,2025,2
2025-03-01,South Korea,2183,2025,3
2025-04-01,South Korea,1621,2025,4
2025-05-01,South Korea,1386,2025,5
2025-06-01,South Korea,1002,2025,6
2025-07-01,South Korea,1231,2025,7
2025-08-01,South Korea,1420,2025,8
2025-09-01,South Korea,1357,2025,9
2025-10-01,South Korea,2598,2025,10
2025-11-01,South Korea,2474,2025,11
2025-12-01,South Korea,1788,2025,12
2019-01-01,Spain,679,2019,1
2019-02-01,Spain,669,2019,2
2019-03-01,Spain,1135,2019,3
2019-04-01,Spain,2311,2019,4
2019-05-01,Spain,1119,2019,5
2019-06-01,Spain,823,2019,6
2019-07-01,Spain,1482,2019,7
2019-08-01,Spain,3331,2019,8
2019-09-01,Spain,1945,2019,9
2019-10-01,Spain,2972,2019,10
2019-11-01,Spain,2091,2019,11
2019-12-01,Spain,826,2019,12
2020-01-01,Spain,570,2020,1
2020-02-01,Spain,655,2020,2
2020-03-01,Spain,353,2020,3
2020-04-01,Spain,0,2020,4
2020-05-01,Spain,0,2020,5
2020-06-01,Spain,0,2020,6
2020-07-01,Spain,0,2020,7
2020-08-01,Spain,1,2020,8
2020-09-01,Spain,8,2020,9
2020-10-01,Spain,10,2020,10
2020-11-01,Spain,11,2020,11
2020-12-01,Spain,17,2020,12
2021-01-01,Spain,57,2021,1
2021-02-01,Spain,30,2021,2
2021-03-01,Spain,54,2021,3
2021-04-01,Spain,104,2021,4
2021-05-01,Spain,25,2021,5
2021-06-01,Spain,3,2021,6
2021-07-01,Spain,13,2021,7
2021-08-01,Spain,57,2021,8
2021-09-01,Spain,73,2021,9
2021-10-01,Spain,238,2021,10
2021-11-01,Spain,262,2021,11
2021-12-01,Spain,235,2021,12
2022-01-01,Spain,151,2022,1
2022-02-01,Spain,183,2022,2
2022-03-01,Spain,356,2022,3
2022-04-01,Spain,940,2022,4
2022-05-01,Spain,330,2022,5
2022-06-01,Spain,224,2022,6
2022-07-01,Spain,705,2022,7
2022-08-01,Spain,910,2022,8
2022-09-01,Spain,911,2022,9
2022-10-01,Spain,2096,2022,10
2022-11-01,Spain,956,2022,11
2022-12-01,Spain,587,2022,12
2023-01-01,Spain,463,2023,1
2023-02-01,Spain,540,2023,2
2023-03-01,Spain,1183,2023,3
2023-04-01,Spain,1172,2023,4
2023-05-01,Spain,590,2023,5
2023-06-01,Spain,372,2023,6
2023-07-01,Spain,826,2023,7
2023-08-01,Spain,1588,2023,8
2023-09-01,Spain,1218,2023,9
2023-10-01,Spain,2353,2023,10
2023-11-01,Spain,1404,2023,11
2023-12-01,Spain,684,2023,12
2024-01-01,Spain,521,2024,1
2024-02-01,Spain,787,2024,2
2024-03-01,Spain,1542,2024,3
2024-04-01,Spain,1100,2024,4
2024-05-01,Spain,675,2024,5
2024-06-01,Spain,501,2024,6
2024-07-01,Spain,875,2024,7
2024-08-01,Spain,1580,2024,8
2024-09-01,Spain,1380,2024,9
2024-10-01,Spain,2380,2024,10
2024-11-01,Spain,1902,2024,11
2024-12-01,Spain,725,2024,12
2025-01-01,Spain,425,2025,1
2025-02-01,Spain,713,2025,2
2025-03-01,Spain,1014,2025,3
2025-04-01,Spain,1725,2025,4
2025-05-01,Spain,898,2025,5
2025-06-01,Spain,490,2025,6
2025-07-01,Spain,774,2025,7
2025-08-01,Spain,1491,2025,8
2025-09-01,Spain,1075,2025,9
2025-10-01,Spain,2130,2025,10
2025-11-01,Spain,1798,2025,11
2025-12-01,Spain,610,2025,12
2019-01-01,Sri Lanka,655,2019,1
2019-02-01,Sri Lanka,7835,2019,2
2019-03-01,Sri Lanka,10835,2019,3
2019-04-01,Sri Lanka,1531,2019,4
2019-05-01,Sri Lanka,253,2019,5
2019-06-01,Sri Lanka,355,2019,6
2019-07-01,Sri Lanka,1079,2019,7
2019-08-01,Sri Lanka,14486,2019,8
2019-09-01,Sri Lanka,6962,2019,9
2019-10-01,Sri Lanka,5851,2019,10
2019-11-01,Sri Lanka,5539,2019,11
2019-12-01,Sri Lanka,935,2019,12
2020-01-01,Sri Lanka,291,2020,1
2020-02-01,Sri Lanka,7369,2020,2
2020-03-01,Sri Lanka,5556,2020,3
2020-04-01,Sri Lanka,0,2020,4
2020-05-01,Sri Lanka,0,2020,5
2020-06-01,Sri Lanka,0,2020,6
2020-07-01,Sri Lanka,0,2020,7
2020-08-01,Sri Lanka,1,2020,8
2020-09-01,Sri Lanka,1,2020,9
2020-10-01,Sri Lanka,50,2020,10
2020-11-01,Sri Lanka,21,2020,11
2020-12-01,Sri Lanka,39,2020,12
2021-01-01,Sri Lanka,31,2021,1
2021-02-01,Sri Lanka,19,2021,2
2021-03-01,Sri Lanka,40,2021,3
2021-04-01,Sri Lanka,71,2021,4
2021-05-01,Sri Lanka,1,2021,5
2021-06-01,Sri Lanka,3,2021,6
2021-07-01,Sri Lanka,13,2021,7
2021-08-01,Sri Lanka,40,2021,8
2021-09-01,Sri Lanka,39,2021,9
2021-10-01,Sri Lanka,58,2021,10
2021-11-01,Sri Lanka,66,2021,11
2021-12-01,Sri Lanka,82,2021,12
2022-01-01,Sri Lanka,54,2022,1
2022-02-01,Sri Lanka,74,2022,2
2022-03-01,Sri Lanka,175,2022,3
2022-04-01,Sri Lanka,297,2022,4
2022-05-01,Sri Lanka,194,2022,5
2022-06-01,Sri Lanka,203,2022,6
2022-07-01,Sri Lanka,219,2022,7
2022-08-01,Sri Lanka,232,2022,8
2022-09-01,Sri Lanka,573,2022,9
2022-10-01,Sri Lanka,901,2022,10
2022-11-01,Sri Lanka,1018,2022,11
2022-12-01,Sri Lanka,666,2022,12
2023-01-01,Sri Lanka,307,2023,1
2023-02-01,Sri Lanka,2175,2023,2
2023-03-01,Sri Lanka,3898,2023,3
2023-04-01,Sri Lanka,747,2023,4
2023-05-01,Sri Lanka,471,2023,5
2023-06-01,Sri Lanka,320,2023,6
2023-07-01,Sri Lanka,484,2023,7
2023-08-01,Sri Lanka,3858,2023,8
2023-09-01,Sri Lanka,3011,2023,9
2023-10-01,Sri Lanka,2507,2023,10
2023-11-01,Sri Lanka,3227,2023,11
2023-12-01,Sri Lanka,846,2023,12
2024-01-01,Sri Lanka,493,2024,1
2024-02-01,Sri Lanka,3683,2024,2
2024-03-01,Sri Lanka,5741,2024,3
2024-04-01,Sri Lanka,908,2024,4
2024-05-01,Sri Lanka,511,2024,5
2024-06-01,Sri Lanka,284,2024,6
2024-07-01,Sri Lanka,694,2024,7
2024-08-01,Sri Lanka,4851,2024,8
2024-09-01,Sri Lanka,4915,2024,9
2024-10-01,Sri Lanka,3125,2024,10
2024-11-01,Sri Lanka,4396,2024,11
2024-12-01,Sri Lanka,626,2024,12
2025-01-01,Sri Lanka,407,2025,1
2025-02-01,Sri Lanka,4502,2025,2
2025-03-01,Sri Lanka,8883,2025,3
2025-04-01,Sri Lanka,1027,2025,4
2025-05-01,Sri Lanka,455,2025,5
2025-06-01,Sri Lanka,287,2025,6
2025-07-01,Sri Lanka,598,2025,7
2025-08-01,Sri Lanka,5956,2025,8
2025-09-01,Sri Lanka,4616,2025,9
2025-10-01,Sri Lanka,5534,2025,10
2025-11-01,Sri Lanka,4831,2025,11
2025-12-01,Sri Lanka,582,2025,12
2019-01-01,Thailand,4616,2019,1
2019-02-01,Thailand,7725,2019,2
2019-03-01,Thailand,6112,2019,3
2019-04-01,Thailand,2962,2019,4
2019-05-01,Thailand,937,2019,5
2019-06-01,Thailand,728,2019,6
2019-07-01,Thailand,823,2019,7
2019-08-01,Thailand,717,2019,8
2019-09-01,Thailand,881,2019,9
2019-10-01,Thailand,3705,2019,10
2019-11-01,Thailand,6267,2019,11
2019-12-01,Thailand,6187,2019,12
2020-01-01,Thailand,4005,2020,1
2020-02-01,Thailand,12947,2020,2
2020-03-01,Thailand,3760,2020,3
2020-04-01,Thailand,0,2020,4
2020-05-01,Thailand,0,2020,5
2020-06-01,Thailand,0,2020,6
2020-07-01,Thailand,0,2020,7
2020-08-01,Thailand,0,2020,8
2020-09-01,Thailand,0,2020,9
2020-10-01,Thailand,29,2020,10
2020-11-01,Thailand,1,2020,11
2020-12-01,Thailand,36,2020,12
2021-01-01,Thailand,36,2021,1
2021-02-01,Thailand,30,2021,2
2021-03-01,Thailand,46,2021,3
2021-04-01,Thailand,44,2021,4
2021-05-01,Thailand,8,2021,5
2021-06-01,Thailand,5,2021,6
2021-07-01,Thailand,6,2021,7
2021-08-01,Thailand,52,2021,8
2021-09-01,Thailand,61,2021,9
2021-10-01,Thailand,90,2021,10
2021-11-01,Thailand,74,2021,11
2021-12-01,Thailand,124,2021,12
2022-01-01,Thailand,121,2022,1
2022-02-01,Thailand,191,2022,2
2022-03-01,Thailand,274,2022,3
2022-04-01,Thailand,617,2022,4
2022-05-01,Thailand,329,2022,5
2022-06-01,Thailand,305,2022,6
2022-07-01,Thailand,430,2022,7
2022-08-01,Thailand,284,2022,8
2022-09-01,Thailand,643,2022,9
2022-10-01,Thailand,1296,2022,10
2022-11-01,Thailand,2441,2022,11
2022-12-01,Thailand,3004,2022,12
2023-01-01,Thailand,2419,2023,1
2023-02-01,Thailand,4802,2023,2
2023-03-01,Thailand,3829,2023,3
2023-04-01,Thailand,2103,2023,4
2023-05-01,Thailand,517,2023,5
2023-06-01,Thailand,442,2023,6
2023-07-01,Thailand,579,2023,7
2023-08-01,Thailand,483,2023,8
2023-09-01,Thailand,720,2023,9
2023-10-01,Thailand,1289,2023,10
2023-11-01,Thailand,3962,2023,11
2023-12-01,Thailand,4533,2023,12
2024-01-01,Thailand,4618,2024,1
2024-02-01,Thailand,4799,2024,2
2024-03-01,Thailand,4568,2024,3
2024-04-01,Thailand,1884,2024,4
2024-05-01,Thailand,627,2024,5
2024-06-01,Thailand,366,2024,6
2024-07-01,Thailand,740,2024,7
2024-08-01,Thailand,436,2024,8
2024-09-01,Thailand,780,2024,9
2024-10-01,Thailand,2203,2024,10
2024-11-01,Thailand,4462,2024,11
2024-12-01,Thailand,5263,2024,12
2025-01-01,Thailand,3218,2025,1
2025-02-01,Thailand,5681,2025,2
2025-03-01,Thailand,4982,2025,3
2025-04-01,Thailand,2042,2025,4
2025-05-01,Thailand,1227,2025,5
2025-06-01,Thailand,551,2025,6
2025-07-01,Thailand,800,2025,7
2025-08-01,Thailand,902,2025,8
2025-09-01,Thailand,767,2025,9
2025-10-01,Thailand,2209,2025,10
2025-11-01,Thailand,3563,2025,11
2025-12-01,Thailand,4419,2025,12
2019-01-01,UK,3874,2019,1
2019-02-01,UK,5031,2019,2
2019-03-01,UK,6702,2019,3
2019-04-01,UK,7192,2019,4
2019-05-01,UK,3387,2019,5
2019-06-01,UK,2786,2019,6
2019-07-01,UK,4140,2019,7
2019-08-01,UK,3387,2019,8
2019-09-01,UK,4736,2019,9
2019-10-01,UK,8716,2019,10
2019-11-01,UK,7193,2019,11
2019-12-01,UK,4000,2019,12
2020-01-01,UK,3585,2020,1
2020-02-01,UK,4845,2020,2
2020-03-01,UK,2257,2020,3
2020-04-01,UK,5,2020,4
2020-05-01,UK,7,2020,5
2020-06-01,UK,19,2020,6
2020-07-01,UK,19,2020,7
2020-08-01,UK,42,2020,8
2020-09-01,UK,79,2020,9
2020-10-01,UK,284,2020,10
2020-11-01,UK,295,2020,11
2020-12-01,UK,325,2020,12
2021-01-01,UK,136,2021,1
2021-02-01,UK,523,2021,2
2021-03-01,UK,664,2021,3
2021-04-01,UK,541,2021,4
2021-05-01,UK,51,2021,5
2021-06-01,UK,58,2021,6
2021-07-01,UK,184,2021,7
2021-08-01,UK,416,2021,8
2021-09-01,UK,438,2021,9
2021-10-01,UK,1382,2021,10
2021-11-01,UK,2026,2021,11
2021-12-01,UK,2261,2021,12
2022-01-01,UK,1824,2022,1
2022-02-01,UK,2218,2022,2
2022-03-01,UK,4033,2022,3
2022-04-01,UK,5400,2022,4
2022-05-01,UK,2461,2022,5
2022-06-01,UK,2000,2022,6
2022-07-01,UK,3953,2022,7
2022-08-01,UK,2826,2022,8
2022-09-01,UK,3927,2022,9
2022-10-01,UK,7417,2022,10
